target,is_binary,n_features,features,holdout_score,n_train,n_test,metric,split
tgt_mid_reversion_1,True,20,"lyapunov_exponent, avg_surprise_z, herding_ratio_z, side_switch_rate, taylor_asymmetry_curvature_ratio_z, return_reversal_z, response_asymmetry, herding_ratio, kyle_lambda_z, side_sequence_entropy_z, hilbert_std_freq, uptick_pct, taylor_dominant_order, liq_void_count_10_z, wavelet_energy_s2_z, donchian_width_bps_20, fractal_dimension, dow_sin, liq_pool_above_20_z, liq_pool_above_10_z",-0.16914959652389816,2592,540,AUC_dev,1
tgt_mid_reversion_3,True,20,"avg_surprise_z, taylor_ofi_a2, herding_ratio_z, side_switch_rate, return_reversal_z, mi_side_return_z, response_asymmetry, size_imbalance, herding_ratio, kyle_lambda_z, side_sequence_entropy_z, liq_void_count_10_z, wavelet_energy_s2_z, donchian_width_bps_20, fractal_dimension, liq_pool_above_20_z, liq_pool_above_10_z, hilbert_std_freq_z, vwap_spread_bps, ew_correction_quality_z",0.03196772191185604,2592,540,AUC_dev,1
tgt_optimal_action_5,True,20,"atr_percentile_20, dow_sin, avg_notional_per_trade, flash_event_pct, predator_follows_prey_z, avg_body_ratio_5, hilbert_amp_freq_corr_z, liq_void_up_bps_z, stackelberg_buy_leader, taylor_price_r2, ew_last_wave_pct, choch_count_5_z, atr_10_z, taylor_ofi_r2, lyapunov_exponent, bearish_patterns_5, response_asymmetry, donchian_width_bps_20, burstiness, fib_size_ratio_pct",,2592,540,AUC_dev,1
tgt_profitable_long_1,True,20,"is_swing_low, is_swing_high, low, close_to_fair_price, dist_to_r1_bps, dist_to_resistance_5_bps, dist_to_resistance_20_bps, predator_follows_prey_z, volume_pct_q3_z, dist_to_support_5_bps, ew_swing_count, market_force_z, cvd_close_vs_range, twap_vwap_spread_bps, taylor_ofi_a2, dist_to_support_20_bps, pattern_bias_5, hilbert_amp_freq_corr_z, ohlc_triangle_area_z, donchian_width_bps_20_z",0.1928638059701493,2592,540,AUC_dev,1
tgt_profitable_long_10,True,20,"low, trade_size_iqr, hilbert_std_amplitude, predator_prey_ratio, gap_fill_rate_10, avg_surprise, graph_edge_density_z, bernoulli, liq_void_down_bps_z, avg_lower_wick_5_z, resistance_touches_20, fib_wave_avg_dist_z, ob_net_10_z, max_drawdown, side_switch_rate, atr_percentile_10_z, median_trade_size_z, stackelberg_buy_leader_z, path_length_over_range, market_temperature",0.12215342277261787,2592,540,AUC_dev,1
tgt_profitable_long_3,True,20,"low, hilbert_std_amplitude, is_swing_low, max_drawdown, support_touches_20, predator_prey_ratio, is_swing_high, dist_to_resistance_5_bps, predator_follows_prey_z, ms_bearish_5, herding_ratio, quartile_vol_ratio_z, hilbert_mean_amplitude_z, ofi_shift_z, fvg_bearish_count_10, dist_to_r1_bps, taylor_price_a4_z, donchian_width_change_20, hour_sin, vpin",0.11546488000439337,2592,540,AUC_dev,1
tgt_profitable_long_5,True,20,"low, hilbert_std_amplitude, trade_size_iqr, is_swing_high, is_swing_low, gap_fill_rate_10, rqa_recurrence_rate, max_drawdown, heat_capacity, total_energy, hurst_exponent, max_drawup, hilbert_amp_freq_corr_z, sub_regime_transitions, hilbert_amp_freq_corr, predator_follows_prey_z, avg_surprise, hilbert_std_amplitude_z, market_temperature, fib_wave_avg_dist_z",0.12061207972674515,2592,540,AUC_dev,1
tgt_profitable_short_1,True,20,"is_swing_low, is_swing_high, close_to_fair_price, low, dist_to_r1_bps, dist_to_resistance_5_bps, dist_to_resistance_20_bps, dist_to_support_5_bps, dist_to_support_20_bps, twap_vwap_spread_bps, ew_swing_count, cvd_close_vs_range, hilbert_amp_freq_corr_z, taylor_ofi_a2, pattern_bias_5, market_force_z, lz_complexity_norm, hour_sin, price_jerk_z, fib_intertime_ratio_pct",0.18816598149344843,2592,540,AUC_dev,1
tgt_profitable_short_10,True,20,"low, trade_size_iqr, hilbert_std_amplitude, predator_prey_ratio, gap_fill_rate_10, graph_edge_density_z, avg_surprise, liq_void_down_bps_z, bernoulli, avg_lower_wick_5_z, resistance_touches_20, ob_net_10_z, side_switch_rate, atr_percentile_10_z, median_trade_size_z, max_drawdown, breakout_up_bps_5_z, side_sequence_entropy_z, lh_count_10, path_length_over_range",0.11840000000000006,2592,540,AUC_dev,1
tgt_profitable_short_3,True,20,"low, hilbert_std_amplitude, trade_size_iqr, is_swing_low, max_drawdown, is_swing_high, support_touches_20, ms_bearish_5, dist_to_resistance_5_bps, burstiness, hilbert_mean_amplitude_z, predator_follows_prey_z, hour_sin, fvg_bearish_count_10, donchian_width_change_20, ofi_shift_z, heat_capacity, dist_to_r1_bps, herding_ratio, fib_wave_avg_dist_z",0.13321837343189658,2592,540,AUC_dev,1
tgt_profitable_short_5,True,20,"low, hilbert_std_amplitude, trade_size_iqr, is_swing_high, is_swing_low, max_drawdown, hurst_exponent, gap_fill_rate_10, hilbert_amp_freq_corr_z, total_energy, avg_surprise, sub_regime_transitions, predator_follows_prey_z, hilbert_amp_freq_corr, rqa_recurrence_rate, max_drawup, avg_lower_wick_5_z, hilbert_std_amplitude_z, liq_void_up_bps_z, stop_hunt_up_score_z",0.11780851998243291,2592,540,AUC_dev,1
tgt_regime_change_10,True,20,"flash_event_pct, fractal_dimension, spectral_flatness_z, permutation_entropy, heat_capacity, post_shock_pause_ratio, dominant_freq_z, fib_intertime_ratio_pct, dist_to_resistance_20_bps, mi_side_return, fvg_net, wavelet_energy_s5, permutation_entropy_z, fvg_bearish_count_10, hilbert_std_amplitude, atr_percentile_20, hilbert_mean_amplitude_z, price_jerk_z, ew_correction_quality_z, fib_size_ratio_pct",-0.009649393152232899,2592,540,AUC_dev,1
tgt_regime_change_5,True,20,"eigen_ratio_z, max_trades_per_second_z, inter_trade_std_z, trade_rate_std, market_temperature, volume_per_second_std, vol_price_feedback_z, max_up_sweep_z, price_path_length, sweep_count_z, monotonicity_score, max_drawup, kinetic_energy, post_shock_pause_ratio, wavelet_energy_s5, dow_sin, max_sell_run, taylor_rate_r2, post_shock_size_ratio, atr_change_pct_14",0.10489396892905656,2592,540,AUC_dev,1
tgt_relative_ret_1,False,6,"is_swing_high, is_swing_low, resistance_touches_20, support_touches_20, breakout_net_10, dist_to_resistance_20_bps",0.14931111479668147,2592,540,R2,1
tgt_relative_ret_3,False,3,"support_touches_20, resistance_touches_20, dist_to_resistance_20_bps",0.06292503103961333,2592,540,R2,1
tgt_relative_ret_5,False,3,"support_touches_20, resistance_touches_20, dist_to_resistance_20_bps",0.06109002581796885,2592,540,R2,1
tgt_ret_sign_1,True,20,"is_swing_low, is_swing_high, low, volume_pct_q3_z, dist_to_support_5_bps, size_imbalance, ms_bearish_5, standing_wave_ratio_z, time_to_high_pct, trade_size_iqr, response_asymmetry, wavelet_energy_s2_z, dist_to_support_20_bps, gap_fill_rate_10_z, hilbert_mean_freq, eigen_ratio_z, ew_wave_symmetry_z, market_force_z, te_price_to_volume, volume_q1_pct",,2592,540,AUC_dev,1
tgt_ret_sign_10,True,20,"carrying_capacity_ratio_z, taylor_ofi_a2, dist_to_equal_high_bps_z, vwap_gravity, quartile_vol_ratio_z, lz_complexity_norm, dist_to_equal_high_bps, auction_clearing_speed, vpin, max_sell_run, taylor_curvature_trend_ratio_z, taylor_complexity_z, dist_to_resistance_5_bps, median_trade_size_z, ofi_shift_z, avg_buy_size_z, contrarian_ratio, liq_pool_above_20_z, vwap_spread_bps, avg_notional_per_trade",,2592,540,AUC_dev,1
tgt_ret_sign_3,True,20,"low, taylor_dominant_order, mi_side_return, taylor_price_a4_z, vwap_gravity, ew_correction_quality_z, hilbert_std_amplitude_z, atr_percentile_20, max_up_sweep_z, lyapunov_exponent, price_clustering, value_area_overlap_pct, price_volume_angle_cos_z, fib_time_trade_pct, volume_q1_pct, heat_capacity, equal_lows_20, liq_void_up_bps_z, taylor_asymmetry_curvature_ratio_z, fib_updown_wave_ratio",,2592,540,AUC_dev,1
tgt_ret_sign_5,True,20,"low, sub_regime_transitions, golden_angle_deviation, avg_surprise, ew_correction_quality_z, approx_entropy, price_tick_entropy_z, fib_wave_avg_dist, taylor_complexity_z, atr_5, median_trade_size_z, price_volume_angle_cos_z, gap_down, max_drawdown, permutation_entropy, breakout_up_bps_5_z, side_sequence_entropy_z, first_half_return, taylor_curvature_trend_ratio_z, support_touches_20",,2592,540,AUC_dev,1
tgt_tail_event_1,True,20,"trade_rate_std, market_temperature, volume_per_second_std, sweep_count, price_path_length, eigen_ratio_z, vol_price_feedback_z, burstiness, max_trades_per_second_z, trade_time_entropy, sweep_count_z, max_sell_run, total_energy, max_buy_run, max_up_sweep_z, te_price_to_volume, wavelet_energy_s5, max_drawdown, turbulence, kinetic_energy",0.1348117664990094,2592,540,AUC_dev,1
tgt_tail_event_3,True,20,"market_temperature, trade_rate_std, volume_per_second_std, sweep_count, price_path_length, eigen_ratio_z, sweep_count_z, max_trades_per_second_z, vol_price_feedback_z, max_sell_run, wavelet_energy_s5, path_length_over_range, max_up_sweep_z, inter_trade_std_z, trade_time_entropy, turbulence, burstiness, kinetic_energy, max_drawdown, total_energy",0.171337181002712,2592,540,AUC_dev,1
tgt_tail_event_5,True,20,"market_temperature, volume_per_second_std, trade_rate_std, price_path_length, sweep_count, eigen_ratio_z, max_trades_per_second_z, vol_price_feedback_z, inter_trade_std_z, path_length_over_range, max_sell_run, sweep_count_z, wavelet_energy_s5, kinetic_energy, monotonicity_score, max_up_sweep_z, total_energy, max_drawdown, trade_time_entropy, max_buy_run",0.2119601660698236,2592,540,AUC_dev,1
tgt_vol_expansion_10,True,20,"market_temperature, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, sweep_count, max_trades_per_second_z, sweep_count_z, inter_trade_std_z, vol_price_feedback_z, max_up_sweep_z, wavelet_energy_s5, total_energy, kinetic_energy, burstiness, max_drawdown, path_length_over_range, monotonicity_score, trade_time_entropy, max_sell_run",0.33197076079638355,2592,540,AUC_dev,1
tgt_vol_expansion_5,True,20,"market_temperature, volume_per_second_std, trade_rate_std, price_path_length, eigen_ratio_z, sweep_count, max_trades_per_second_z, vol_price_feedback_z, inter_trade_std_z, wavelet_energy_s5, kinetic_energy, total_energy, sweep_count_z, path_length_over_range, monotonicity_score, max_sell_run, burstiness, max_up_sweep_z, max_drawdown, trade_time_entropy",0.24094664395997234,2592,540,AUC_dev,1
tgt_adverse_selection_1,True,13,"is_swing_low, fib_vol_concentration, vwap_gravity, is_swing_high, taylor_price_a1_z, breakout_vol_confirm_5_z, taylor_complexity_z, hilbert_mean_amplitude_z, potential_energy, fib_intertime_ratio_pct, atr_5, response_asymmetry, fib_proximity",0.11113329936235561,3132,540,AUC_dev,2
tgt_adverse_selection_3,True,5,"liq_void_count_10_z, avg_surprise_z, lh_count_5, hilbert_mean_freq, support_touches_20_z",0.03399656946826757,3132,540,AUC_dev,2
tgt_adverse_selection_5,True,10,"temperature_change_z, burstiness, te_price_to_volume_z, hilbert_mean_freq, side_sequence_entropy_z, vol_price_feedback_z, te_price_to_volume, side_switch_rate, price_curvature_z, gap_fill_rate_10",0.05562456009605432,3132,540,AUC_dev,2
tgt_alpha_1,False,6,"is_swing_low, is_swing_high, dist_to_resistance_20_bps, resistance_touches_20, support_touches_20, breakout_net_10",0.1266033410848182,3132,540,R2,2
tgt_alpha_3,False,3,"dist_to_resistance_20_bps, support_touches_20, resistance_touches_20",0.025466893814634406,3132,540,R2,2
tgt_alpha_5,False,3,"support_touches_20, dist_to_resistance_20_bps, resistance_touches_20",0.027232772796683347,3132,540,R2,2
tgt_autocorr_break_5,True,20,"avg_body_ratio_5, atr_5_z, consecutive_direction_z, fvg_bearish_count_10, range_compression_5, atr_5, standing_wave_ratio_z, graph_edge_count_z, liq_void_count_10_z, avg_lower_wick_5_z, lower_wick_ratio, atr_percentile_10_z, fib_wave_avg_dist, convex_hull_area, mi_side_return_z, trade_time_entropy, avg_upper_wick_5, ob_net_10, ll_streak_z, wavelet_energy_s5",0.09464003164556967,3132,540,AUC_dev,2
tgt_best_side_1,True,20,"is_swing_low, is_swing_high, standing_wave_ratio_z, dist_to_support_5_bps, trade_pct_q1, gap_fill_rate_10_z, fib_time_trade_pct_z, avg_buy_size_z, taylor_rate_a2, hilbert_mean_freq, trade_size_p75, size_imbalance, time_to_high_pct, wavelet_energy_s2_z, eigen_ratio_z, ew_impulse_detected, auction_clearing_speed_z, ofi_shift, fib_wave_ratio_count_z, trade_rate_decay_z",,3132,540,AUC_dev,2
tgt_best_side_3,True,20,"is_swing_low, hilbert_std_amplitude, dist_to_resistance_20_bps, vpin, potential_energy, kinetic_energy, monotonicity_score, session_asia, dist_to_resistance_5_bps, market_temperature, max_drawdown, trade_size_p75, volume_per_second_std, flash_event_count, heat_capacity, max_drawup, ew_last_wave_pct, lh_count_5, chebyshev_distance, fvg_bearish_count_10",,3132,540,AUC_dev,2
tgt_best_side_5,True,20,"low, hilbert_std_amplitude, trade_size_p75, max_drawdown, is_swing_low, potential_energy, is_swing_high, max_drawup, market_temperature, market_pressure, dist_to_resistance_5_bps, heat_capacity, zero_crossing_rate, hurst_regime, stop_hunt_up_score_z, flash_event_count, vpin, sub_regime_transitions, spectral_flatness_z, fvg_bearish_count_10",-0.020855362012354606,3132,540,AUC_dev,2
tgt_breakout_any_10,True,20,"atr_change_pct_14, inter_trade_std_z, wave_energy, burstiness, trade_rate_std, monotonicity_score, trade_time_entropy, market_temperature, volume_per_second_std, max_drawup, flash_event_count, max_drawdown, quartile_vol_ratio_z, max_down_sweep_z, te_volume_to_price_z, eigen_ratio_z, chebyshev_distance, arrival_time_kurtosis, max_buy_run, carrying_capacity_ratio_z",,3132,540,AUC_dev,2
tgt_breakout_any_3,True,20,"burstiness, wave_energy, trade_rate_std, volume_per_second_std, max_drawdown, trade_time_entropy, inter_trade_std_z, monotonicity_score, market_temperature, atr_change_pct_14, max_drawup, kinetic_energy, taylor_rate_r2, quartile_vol_ratio_z, carrying_capacity_ratio_z, potential_energy, graph_asymmetry, chebyshev_distance, max_up_sweep_z, arrival_time_kurtosis",0.3549701249321021,3132,540,AUC_dev,2
